sample_id,ct_dataset,pore1_left_areas,pore2_left_areas,pore3_left_areas,pore4_left_areas,pore5_left_areas,pore6_left_areas,pore7_left_areas,pore8_left_areas,pore9_left_areas,pore10_left_areas,pore1_right_areas,pore2_right_areas,pore3_right_areas,pore4_right_areas,pore5_right_areas,pore6_right_areas,pore7_right_areas,pore8_right_areas,pore9_right_areas,pore10_right_areas,pore1_ioc_l_areas,pore2_ioc_l_areas,pore3_ioc_l_areas,pore1_ioc_r_areas,pore2_ioc_r_areas,pore3_ioc_r_areas,pore1_lateral_areas,pore2_lateral_areas,pore3_lateral_areas,pore4_lateral_areas,pore5_lateral_areas,mean_mandibular_left_pore_area,mean_mandibular_right_pore_area,mean_mandibular_pore_area,mean_preopercular_left_pore_area,mean_preopercular_right_pore_area,mean_preopercular_pore_area,mean_orbital_left_area,mean_orbital_right_area,mean_orbital_pore_area,mean_otic_pore_area,sequencing_sample_id,subset_vcf_number,seq_depth,colour,Morph,Sex,Sex_Value,collection,Site,Depth,Depth_Cat,SL,BD,HL,HW,IOW,SNL,LJL,PPL,CHD,ED,LAD,DFB,AFB,PRD,PRA,PRP,PRV,CPL,CPD,EggspotNumber,EggspotNumberTheis,FirstSpot,EggspotContrast,PC1,PC2,PC3,PC4,PC5,subpop,Notes,max_number_rings.y,batch,standard_length_fitness,standardised_max_rings,LPG,LPW,LogLPG,ResLPG,T1W,T2W,T3W,T4W,TWA,carbon_content,d13CV.PDB_percent,morpho_PC1,morpho_PC2,morpho_PC3,morpho_PC4,morpho_PC5,morpho_PC6,morpho_PC7,morpho_PC8,morpho_PC9,morpho_PC10,morpho_PC11,morpho_PC12
D30D05,Y,0.024191074,0.0720255,0.080241336,0.063170654,0.187138498,0.082706087,0.254873505,0.12533715,0.132001106,0.071660352,0.023825926,0.06390095,0.07951104,0.100963502,0.157652773,0.090009053,0.275686957,0.118308045,0.089643905,0.056141549,0.091391885,0.093491799,0.070757953,0.08270121,0.123421196,0.053512548,0.1193073,0.088526526,0.092087938,0.266342737,0.211904011,0.085353412,0.085170838,0.085262125,0.145968028,0.134945114,0.140456571,0.085213879,0.086544985,0.085879432,0.179215337,cichl187580100,421,15.2,Yelllow,NA,Male,1,2018,NA,3,Intermediate,68.82,21.47,25.08,10.82,4.56,7.74,9.37,7.23,5.52,7.71,4.55,35.85,12.51,25.26,44.73,24.26,28.17,12.65,7.46,9,8.5,2,0.05398943,-0.038334109,0.038421724,-0.078652764,0.056560232,0.055043269,littoral,,68,Giulia_2,68.88,-0.366733462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30D06,Y,0.01653066,0.071169611,0.119518133,0.113593428,0.134585903,0.084847635,0.322494156,0.130050943,0.137657973,0.073290802,0.014775192,0.084555056,0.123541082,0.077533183,0.0959656,0.058149887,0.233916151,0.110813936,0.134878481,0.042350673,0.106954961,0.115221658,0.072351885,0.099974667,0.098391195,0.080253242,0.149968609,0.093473585,0.079093033,0.121207505,0.08505069,0.091079547,0.079274023,0.085176785,0.165873468,0.13048981,0.148181639,0.098176168,0.092873035,0.095524601,0.100150269,cichl187580101,422,17.1,Yelllow,NA,Male,1,2018,NA,3,Intermediate,55.2,17.3,21.4,8.5,3.8,6.1,7.9,5.4,4.7,5.9,3.3,28.7,9.1,20.2,35.9,20.2,22,11.1,6.3,7,6.5,2,0.096349148,0.004047913,-0.038546252,0.080502496,0.013478838,-0.041034067,middle,,25,Giulia_2,55.27,-2.284093686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30D08,Y,0.015475706,0.047313132,0.062611635,0.130539353,0.106498848,0.06054427,0.195986232,0.130893758,0.107089523,0.061961892,0.010395894,0.053692431,0.071235502,0.090964074,0.129476136,0.062966041,0.170823443,0.119848121,0.06810492,0.039279941,0.129771474,0.108093672,0.072180583,0.110565174,0.173271173,0.125528444,0.129709737,0.123533083,0.083676183,0.146141968,0.079131098,0.072487735,0.071152807,0.071820271,0.123982851,0.099514106,0.111748479,0.103348577,0.136454931,0.119901754,0.114909075,cichl187580103,424,12.8,unassigned,NA,Male,1,2018,NA,3,Intermediate,51.24,14.71,18.2,8.02,3.99,5.81,7.08,5.01,3.51,5.38,3.48,25.96,8.94,17.63,33.76,17.82,20.6,10.32,5.43,4,4,3,-0.122635787,0.009647616,-0.043895942,-0.031815023,0.017534563,-0.01025642,middle,,34,Giulia_2,51.28,-1.882785732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30D09,Y,0.013022087,0.060049717,0.056902198,0.100597162,0.091586618,0.063444099,0.210204866,0.179161693,0.107879655,0.055976457,0.010615161,0.049619704,0.075725593,0.131825483,0.098930828,0.06967742,0.215821027,0.138058804,0.138552532,0.040547445,0.110582224,0.123238093,0.112837725,0.10913362,0.102405359,0.049011365,0.144211712,0.096471807,0.08506383,0.173971652,0.073779852,0.064431556,0.073343354,0.068887455,0.138305668,0.133244952,0.13577531,0.115552681,0.086850115,0.101201398,0.129517741,cichl187580104,425,14.3,Unassigned,NA,Male,1,2018,NA,3,Intermediate,52.4,15.9,18.8,7.9,4.1,5.2,6.74,4.7,3.6,5.6,3,25.7,9.2,18.2,32.7,18.2,20.2,10.1,5.5,6,5,3,0.291825217,-0.003903982,-0.052975457,-0.035175301,-0.033649124,-0.05025372,middle,,43,Giulia_2,52.68,-1.481477778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30D10,Y,0.020681499,0.123828849,0.11264263,0.155176278,0.284077948,0.086758238,0.498827349,0.135275213,0.153485338,0.044354661,0.019120631,0.072450283,0.129421959,0.109650966,0.1687038,0.093521998,0.433791189,0.189125154,0.112252413,0.054760447,0.136706009,0.162720473,0.169874451,0.121953506,0.162391395,0.124000994,0.213175944,0.165351269,0.094377417,0.322816555,0.236325122,0.139281441,0.099869528,0.119575484,0.20798564,0.197482301,0.202733971,0.156433644,0.136115298,0.146274471,0.208596986,cichl187580105,426,13,Yellow,NA,Male,1,2018,NA,3,Intermediate,72.06,22.94,26.26,10.77,5.62,8.87,9.17,6.63,6.82,7.17,4.89,40.38,13.71,25.96,44.99,24.52,27.83,13.31,8.64,7,6,2,0.069304553,-0.042163865,0.072854361,0.030476146,-0.037715857,0.03701808,littoral,,49,Giulia_2,72.05,-1.213939142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30E01,Y,0.034662473,0.070702263,0.145306923,0.130041662,0.20694185,0.100658903,0.327571847,0.172968036,0.1823797,0.080228704,0.029612311,0.086197077,0.141060196,0.103757866,0.173541918,0.086885735,0.338475605,0.19672675,0.17664088,0.080573033,0.113972966,0.202924676,0.109611462,0.138879445,0.191447036,0.1536856,0.199626666,0.130142101,0.104792683,0.25304151,0.194647316,0.117531034,0.106833874,0.112182454,0.190787072,0.198104067,0.194445569,0.142169701,0.16133736,0.151753531,0.178917097,cichl187580106,427,19.6,Yellow,NA,Male,1,2018,NA,3,Intermediate,72.3,21.9,24,10.6,5.8,7.5,9.1,6.5,5.8,6.9,4.1,39.9,13.2,25.3,47.4,23.8,27.5,12.7,7.7,5,4.5,3,0.250750401,-0.034849375,0.069026384,-0.021168645,-0.122651432,0.002129111,littoral,,65,Giulia_2,71.42,-0.50050278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30E02,Y,0.032186774,0.09679699,0.134545449,0.091590305,0.195487319,0.118807063,0.352397842,0.215485719,0.162353875,0.102950343,0.027690092,0.087093624,0.145313818,0.075970253,0.194303981,0.107092024,0.32884943,0.202350675,0.191937307,0.070171901,0.106737023,0.178092261,0.137622126,0.118288754,0.14649159,0.115025616,0.246703109,0.127822013,0.10166155,0.208952566,0.20597226,0.110121367,0.106074354,0.108097861,0.208296945,0.198327328,0.203312136,0.140817136,0.126601987,0.133709562,0.155307058,cichl187580107,428,16.3,Yellow,NA,Male,1,2018,NA,3,Intermediate,77.31,24.38,26.48,11.71,5.08,8.8,9.48,7.3,6.99,7.89,4.81,42.38,14.81,26.65,52.16,26.29,29.02,14.74,9.23,5,4.5,3,0.088504949,-0.042363466,0.094064788,0.025926568,-0.170922801,-0.073508883,littoral,,65,Giulia_2,78.54,-0.50050278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30E03,Y,0.011296214,0.055584545,0.032812812,0.054867325,0.358609969,0.139499278,0.393753746,0.245827134,0.238117019,0.063832574,0.010220384,0.077818363,0.083556123,0.063653269,0.22951038,0.133402908,0.3993122,0.221083046,0.298363494,0.082480293,0.153338146,0.182750375,0.202298747,0.144371003,0.16427806,0.120339059,0.167427433,0.173588183,0.138798067,0.284481678,0.210190284,0.102634173,0.092951704,0.097792939,0.235382618,0.250309758,0.242846188,0.179462422,0.142996041,0.161229232,0.211639873,cichl187580108,429,15.1,Yellow,NA,Male,1,2018,NA,3,Intermediate,81.59,25.64,28.84,12.45,6.17,9.82,11.78,7.57,7.46,8.58,6,42.95,14.64,30.61,52.74,28.49,33.43,14.24,8.4,5,5,2,NA,-0.038785983,0.06490705,-0.016152744,0.118596265,-0.030474149,littoral,,81,Giulia_2,80.72,0.212933582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30E04,Y,0.029321519,0.066161376,0.066224029,0.108639986,0.132134793,0.074494201,0.295408037,0.131633571,0.165090175,0.049996949,0.021928486,0.082012539,0.0689181,0.09761309,0.11227385,0.073429103,0.240210904,0.126245428,0.121546467,0.062339554,0.110081001,0.128814194,0.120919939,0.086899459,0.085897013,0.050560824,0.166929344,0.120648404,0.085672732,0.180177704,0.091325366,0.080496341,0.076549213,0.078522777,0.160532183,0.137585588,0.149058886,0.119938378,0.074452432,0.097195405,0.132925218,cichl187580109,430,15.8,Yellow,NA,Female,2,2018,NA,3,Intermediate,56.53,17.21,19.27,8.12,3.82,6,7.19,4.69,4.24,6.11,3.89,29.27,10.16,18.96,36.2,19.48,18.24,9.16,6.1,NA,NA,NA,NA,-0.035255826,0.068427914,-0.021872736,-0.12896863,-0.077731947,littoral,,83,Giulia_2,58.15,0.302113127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30E05,Y,0.023735624,0.049809383,0.061287506,0.093667148,0.13610786,0.078150427,0.191727157,0.146381488,0.106845733,0.064192463,0.022885392,0.066884862,0.081693057,0.093808853,0.084810572,0.060508127,0.188113674,0.118607266,0.117827887,0.081976467,0.09480079,0.134053134,0.092958622,0.093604313,0.14005772,0.073376853,0.176675347,0.111757429,0.077654978,0.159829558,0.109292191,0.072921504,0.070016547,0.071469026,0.12728671,0.126631324,0.126959017,0.107270849,0.102346295,0.104808572,0.118742268,cichl187580110,431,17.9,Yellow,NA,Female,2,2018,NA,3,Intermediate,56.3,18,19.8,8.4,3.8,5.7,7.4,5,4.1,5.9,3,29.9,9.3,19.8,36.5,20.1,21.8,10.3,5.7,NA,NA,NA,NA,-0.036479232,0.047059017,-0.029510654,-0.006217774,-0.084752265,littoral,,104,Giulia_2,56.95,1.238498353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30E06,Y,0.023030702,0.051319859,0.087663105,0.112557563,0.12813324,0.067960539,0.268447458,0.130462935,0.15282801,0.060106138,0.024827895,0.071088987,0.089460298,0.098579391,0.12813324,0.078677137,0.270377777,0.152761447,0.157820214,0.037674501,0.064099901,0.125603856,0.088994359,0.048990163,0.098779079,0.086598101,0.178196407,0.123366743,0.098956276,0.168244447,0.102711733,0.080540894,0.082417962,0.081479428,0.152961135,0.154658485,0.15380981,0.092899372,0.078122448,0.08551091,0.133600362,cichl187580111,432,15.4,Yellow,NA,Female,2,2018,NA,3,Intermediate,56.5,17.3,20.2,8.6,3.8,6.5,7.5,5.8,4.5,6.1,3.2,29.6,10.1,21,36.6,19.5,21.3,11.7,5.9,NA,NA,NA,NA,-0.041592333,0.038824205,-0.017799442,-0.077811093,-0.008141295,littoral,,59,Giulia_2,57.76,-0.768041416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30E07,Y,0.011460562,0.066276648,0.088116588,0.110821475,0.165096969,0.069952678,0.205533292,0.18315276,0.202722211,0.102712587,0.01232551,0.063573685,0.093198158,0.10173952,0.152122747,0.090170839,0.239482505,0.125525593,0.197208167,0.092765684,0.13298577,0.134931904,0.121741445,0.091468262,0.091684499,0.063141211,0.188606445,0.09720143,0.087540738,0.181323769,0.080852566,0.088354448,0.084591924,0.086473186,0.173530213,0.163745487,0.16863785,0.129886373,0.08209799,0.105992182,0.134432254,cichl187580112,433,12,Yellow,NA,Female,2,2018,NA,3,Intermediate,56.4,16.9,20.3,8.8,3.9,5.9,7.7,5.2,4.5,6.4,3.4,31.5,9.8,20.4,37.9,20.6,21.6,10.6,5.9,NA,NA,NA,NA,-0.041241328,0.018708749,-0.087093475,0.060730314,-0.024689289,littoral,,36,Giulia_2,57.7,-1.793606187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30E09,Y,0.020759814,0.072694776,0.109963248,0.091187306,0.094163116,0.04945512,0.205968531,0.137241502,0.140146459,0.091045601,0.035780567,0.091329012,0.09536761,0.09210839,0.096784663,0.039464903,0.199095828,0.114285257,0.120591139,0.051368141,0.09345459,0.112939057,0.084739719,0.086210828,0.109158532,0.072191106,0.162215599,0.075615011,0.094447429,0.177766611,0.097871505,0.077753652,0.082274048,0.08001385,0.143600523,0.121335091,0.132467807,0.097044455,0.089186822,0.093115639,0.13610702,cichl187580114,435,20.5,Yellow,NA,Female,2,2018,NA,3,Intermediate,54.6,17.2,20.5,8.6,3.9,6.8,6.8,5.4,4,5.9,3,28.4,10.1,20.3,36.8,20.5,21.3,10.9,5.7,NA,NA,NA,NA,-0.041253684,0.035582777,0.016740742,-0.016126753,0.011668389,littoral,,61,Giulia_2,55.26,-0.678861871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30F01,Y,0.020001925,0.05449173,0.074926129,0.09373875,0.298623332,0.125417475,0.355061195,0.194397085,0.215804551,0.105956142,0.015677184,0.066492885,0.051248175,0.085629862,0.204019633,0.107361683,0.376252424,0.141094659,0.19991113,0.118930364,0.115038097,0.174611398,0.128228556,0.125417475,0.110172764,0.103901891,0.232662775,0.125747244,0.133644414,0.215957223,0.185583493,0.108356373,0.084613548,0.096484961,0.217804743,0.209047144,0.213425944,0.139292684,0.113164043,0.126228363,0.174800819,cichl187580116,437,16.6,Yellow,NA,Female,2,2018,NA,3,Intermediate,69.64,23.16,24.81,11.12,5.22,8.1,10.38,6.44,5.8,7.26,4.71,36.85,12.2,25.37,46.39,24.22,25.76,14.33,7.92,NA,NA,NA,NA,-0.048645512,0.084690633,-0.015752201,-0.091961298,-0.056574759,littoral,,72,Giulia_2,75.6,-0.188374372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30F03,Y,0.011352539,0.03112793,0.080688477,0.118408203,0.28527832,0.13684082,0.42980957,0.169189453,0.27722168,0.076782227,0.008056641,0.030151367,0.091918945,0.051513672,0.263793945,0.154663086,0.385253906,0.146728516,0.247558594,0.067871094,0.185302734,0.166015625,0.15234375,0.127319336,0.146484375,0.113769531,0.168272452,0.085521184,0.111835395,0.225748227,0.113912833,0.105371094,0.089086914,0.097229004,0.238250732,0.211853027,0.22505188,0.16788737,0.129191081,0.148539225,0.168791811,cichl187580118,439,16,Yellow,NA,Female,2,2018,NA,3,Intermediate,75.4,24.4,26.3,11.3,5.5,8.8,10.8,6.8,5.9,6.92,4.6,40.1,13.8,26.3,50.4,27.5,31.4,14.8,8.5,NA,NA,NA,NA,-0.044372549,0.054757649,0.005967919,-0.102665513,-0.028159325,littoral,,82,Giulia_2,82.17,0.257523355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30F04,Y,0.028147068,0.082276044,0.177936707,0.100975145,0.305090593,0.097038492,0.454880232,0.223798712,0.19604531,0.076567897,0.035429875,0.064561106,0.149592807,0.1610091,0.262771575,0.121052074,0.455273897,0.197816804,0.170457067,0.094086002,0.205493277,0.257457094,0.153923125,0.154513623,0.250371119,0.161402765,0.18987931,0.132699745,0.089005927,0.279964096,0.233573129,0.138885111,0.134672893,0.136779002,0.237823038,0.229408443,0.23361574,0.205624498,0.188762502,0.1971935,0.184485011,cichl187580119,440,17.3,Yellow,NA,Male,1,2018,NA,3,Intermediate,96.8,35.3,34.4,15.4,7.8,11.6,13.2,9.4,9.5,8.6,6.2,52.6,18.1,34.5,60.6,33.1,38.1,17.1,11.6,13,12.5,2,0.679579269,-0.024261735,0.044375033,0.018950309,0.006529466,0.055948385,middle,,81,Giulia_2,96.17,0.212933582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30F05,Y,0.050412633,0.0662447,0.1812355,0.143599622,0.246785812,0.136100222,0.438853778,0.253313067,0.334973201,0.073605222,0.059856322,0.067355722,0.101380778,0.130961745,0.283866178,0.126656534,0.444964401,0.216927089,0.276644534,0.057912033,0.145405034,0.193595623,0.120823667,0.1512379,0.175541511,0.1112411,0.175144512,0.101846148,0.100688806,0.295893923,0.149297195,0.137655654,0.128684149,0.133169901,0.275186317,0.249112014,0.262149166,0.153274774,0.146006837,0.149640806,0.198291364,cichl187580120,441,15.8,Yellow,NA,Male,1,2018,NA,3,Intermediate,81.7,28.1,29.8,12.9,6.2,10.1,10.2,7.7,7.5,7.9,5.2,43.3,15.7,29.4,52.8,28.3,32.8,15.1,8.8,7,6,2,0.411633414,-0.030225904,-0.044158683,-0.04136314,0.006769816,0.026035758,littoral,,93,Giulia_2,84.96,0.748010854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30F06,Y,0.058287392,0.108127336,0.107113642,0.183309624,0.345500627,0.181282236,0.465285441,0.221154191,0.26203984,0.130766497,0.036324027,0.155939892,0.18550596,0.15306776,0.26693936,0.116743733,0.509043223,0.236190649,0.255788728,0.100524632,0.214734131,0.225715813,0.149519831,0.199916368,0.242196765,0.197585952,0.273021523,0.13178019,0.187871246,0.349386453,0.303432336,0.160467724,0.1595554,0.160011562,0.269811492,0.275386808,0.27259915,0.196656592,0.213233028,0.20494481,0.26862885,cichl187580121,442,14.9,Yellow,NA,Male,1,2018,NA,3,Intermediate,97.9,32.5,34.2,14.9,7.8,11.7,12.3,9.4,9.7,8.6,6.8,54.2,18.2,34.4,64.6,34.1,39.8,16.8,10.7,7,6,2,0.425374747,-0.03844526,0.039691208,0.032190372,-0.031024103,-0.050963508,littoral,,46,Giulia_2,98.6,-1.34770846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30F07,Y,0.032296709,0.147973813,0.347453489,0.1868143,0.467352384,0.147551634,0.262384378,0.198424228,0.222277354,0.070926107,0.048339519,0.188714106,0.166338608,0.128975748,0.20285711,0.126864852,0.316212228,0.203701468,0.207078902,0.055516566,0.126231583,0.210245246,0.20834544,0.235939582,0.271132688,0.092876481,0.249809896,0.174327769,0.192299704,0.3037257,0.206078187,0.236378139,0.147045018,0.191711579,0.188503017,0.195627291,0.192065154,0.181607423,0.199982917,0.19079517,0.248012702,cichl187580122,443,15.3,Unassigned,NA,Male,1,2018,NA,3,Intermediate,96.89,32.67,34.83,15.71,8,12.56,13.19,9.69,9.87,8.07,7.03,53.46,20.37,36.33,64.17,35.16,41.9,16.4,11.86,13,12,2,0.366702941,-0.041117521,0.080116594,0.036048863,0.141977008,0.03942882,littoral,,101,Giulia_2,97.06,1.104729035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30F08,Y,0.02485,0.05575,0.0733,0.1102,0.0655,0.05155,0.2083,0.0863,0.0978,0.0497,0.0096,0.05115,0.07575,0.07915,0.0614,0.04815,0.2385,0.1035,0.04575,0.0233,0.082,0.1119,0.05565,0.075986954,0.095427772,0.04213822,0.125971825,0.088532154,0.075442344,0.080087115,0.046869964,0.06592,0.05541,0.060665,0.110525,0.1027625,0.10664375,0.083183333,0.071184315,0.077183824,0.07776473,cichl187580123,444,14.4,Yellow,NA,Female,2,2018,NA,3,Intermediate,52.8,16,18.4,7.6,3.5,5.9,6.9,5.3,4.4,5.4,3.3,27.5,9.6,18.8,32.5,18.3,19,10.9,5.2,NA,NA,NA,NA,-0.033361515,0.014600345,0.015030742,0.021898526,-0.084109161,littoral,,56,Giulia_2,50.51,-0.901810734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30F09,Y,0.022164185,0.049785882,0.065824287,0.105140655,0.164282273,0.109707145,0.282231377,0.102244832,0.193351883,0.061146419,0.017263561,0.075402779,0.057582329,0.074177623,0.190567437,0.083756115,0.355963489,0.158713383,0.15681996,0.069722511,0.089881895,0.091329806,0.092554962,0.083421982,0.104806522,0.078298602,0.209484773,0.109363374,0.126615061,0.228584855,0.101045596,0.081439457,0.082998746,0.082219101,0.159743628,0.185304836,0.172524232,0.091255554,0.088842368,0.090048961,0.177599958,cichl187580124,445,14.9,Yellow,NA,Female,2,2018,NA,3,Intermediate,63.9,19.8,24,10.4,4.4,7.5,9.1,6.3,5.5,6.6,3.9,32.3,11.5,22,40.7,22.1,24,13,7.1,NA,NA,NA,NA,-0.035685782,0.029778693,-0.056984611,-0.00532615,-0.106511216,littoral,,65,Giulia_2,86.61,-0.50050278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30F10,Y,0.028193768,0.052753673,0.068730141,0.087651292,0.157446532,0.082451108,0.216653445,0.095106978,0.069920545,0.059457524,0.020550124,0.046488391,0.060898539,0.089405571,0.080634177,0.072739922,0.20788205,0.110832835,0.118163215,0.061399762,0.102318001,0.162920596,0.100607744,0.086300293,0.084103308,0.042154638,0.13181652,0.08186895,0.064406077,0.095576366,0.079052357,0.078955081,0.05959536,0.069275221,0.110284623,0.124569465,0.117427044,0.121948781,0.070852746,0.096400763,0.079991222,cichl187580125,446,16.3,Yellow,NA,Female,2,2018,NA,3,Intermediate,55.6,17.3,19.3,8.4,4,6.3,7.6,5.4,4.7,6.1,3.3,31.4,9.72,19.84,35.6,19.9,20.7,11.8,6.1,NA,NA,NA,NA,-0.043204234,-0.01693467,0.01294667,0.010099249,0.013386535,littoral,,51,Giulia_2,104.76,-1.124759597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30G01,Y,0.010412258,0.053102516,0.053210229,0.066997495,0.08922228,0.043157014,0.18332755,0.076978901,0.066997495,0.02714368,0.013140988,0.042115788,0.053784698,0.082292743,0.071054685,0.066099886,0.207527074,0.067607868,0.078486883,0.044162336,0.060534714,0.064232861,0.05396422,0.03545,0.05095,0.0406,0.091023353,0.087313937,0.068909529,0.082891172,0.052359828,0.054588955,0.05247778,0.053533368,0.088611906,0.09944604,0.094028973,0.059577265,0.042333333,0.050955299,0.075900351,cichl187580126,447,18.1,Unassigned,NA,Female,2,2018,NA,3,Intermediate,49.5,15.7,16.8,7.4,3.3,5,6.4,4.5,3.8,5.5,3.3,26.2,7.5,18.2,33.8,16.6,18.6,9.6,5.3,NA,NA,NA,NA,-0.039227837,-0.001557183,0.023273429,0.002907722,0.058581717,littoral,,39,Giulia_2,68.61,-1.659836869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30G02,Y,0.04719587,0.068604306,0.099500572,0.064225308,0.338885811,0.111421178,0.4785272,0.222599079,0.302880714,0.127477505,0.032842487,0.105825792,0.0839308,0.051574869,0.382675794,0.102176626,0.517694907,0.219679747,0.231113798,0.096824517,0.173943543,0.284634888,0.154967883,0.15642755,0.219193191,0.196325089,0.271669931,0.229094792,0.145971903,0.23923173,0.30275654,0.123682374,0.131369948,0.127526161,0.282871125,0.266328242,0.274599684,0.204515438,0.19064861,0.197582024,0.192601817,cichl187580127,448,16.8,Yellow,NA,Male,1,2018,NA,3,Intermediate,103.22,34.8,35.4,15.87,8.37,12.69,12.69,10.38,9.71,9.44,7.53,56.59,19.98,38.1,65.23,35.18,42.03,18.24,11.68,8,7.5,2,0.443248026,-0.049026976,0.064498866,-0.008668514,-0.02805407,-0.013542888,littoral,,99,Giulia_2,105.6,1.01554949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30G03,Y,0.009345804,0.024152077,0.040218459,0.040428477,0.156883494,0.093563048,0.405649891,0.130631236,0.13346648,0.055759796,0.010920939,0.030557628,0.105429068,0.062585383,0.190171357,0.082327081,0.386958283,0.138191886,0.094298111,0.030557628,0.102908851,0.109839447,0.068150862,0.065420627,0.129476136,0.081592018,0.130792526,0.071659157,0.084767539,0.114188575,0.092049974,0.054205662,0.079932875,0.067069269,0.181376851,0.162501477,0.171939164,0.093633054,0.092162927,0.09289799,0.099478057,cichl187580128,449,15.7,Yellow,NA,Female,2,2018,NA,3,Intermediate,67.9,23,23,10.1,4.9,8.4,9.1,6.6,6.1,6.8,4.5,36.9,11.4,24.2,43.1,22.7,24.6,14.8,7.2,NA,NA,NA,NA,-0.037689366,-0.008875827,0.021317602,0.019308856,0.033480896,littoral,,68,Giulia_2,62.82,-0.366733462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D30G04,Y,0.035739371,0.064300645,0.093617507,0.099586662,0.109787117,0.062562789,0.283723761,0.132379236,0.111298296,0.027050095,0.043144146,0.065660705,0.107142555,0.10888041,0.095808716,0.070647594,0.284857145,0.127316788,0.075332248,0.023952179,0.099619069,0.119875451,0.066891409,0.068554246,0.109671677,0.048675782,0.130493664,0.09720143,0.085162721,0.169433686,0.086203103,0.080606261,0.084127307,0.082366784,0.138612847,0.12786459,0.133238718,0.095461976,0.075633902,0.085547939,0.127298204,cichl187580129,450,16.5,Yellow,NA,Female,2,2018,NA,3,Intermediate,58.32,19.2,20.86,9.19,4.53,6.19,7.44,4.93,4.69,6.49,3.63,30.54,11.08,21.97,36.46,20.32,20.83,11.12,6.79,NA,NA,NA,NA,-0.039333722,0.032761037,0.001033795,0.136030194,-0.031997218,littoral,,53,Giulia_2,60.68,-1.035580052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
