sample_id,subpop_for_graph,dataset,ct_dataset,pore1_left_areas,pore2_left_areas,pore3_left_areas,pore4_left_areas,pore5_left_areas,pore6_left_areas,pore7_left_areas,pore8_left_areas,pore9_left_areas,pore10_left_areas,pore1_right_areas,pore2_right_areas,pore3_right_areas,pore4_right_areas,pore5_right_areas,pore6_right_areas,pore7_right_areas,pore8_right_areas,pore9_right_areas,pore10_right_areas,pore1_ioc_l_areas,pore2_ioc_l_areas,pore3_ioc_l_areas,pore1_ioc_r_areas,pore2_ioc_r_areas,pore3_ioc_r_areas,pore1_lateral_areas,pore2_lateral_areas,pore3_lateral_areas,pore4_lateral_areas,pore5_lateral_areas,mean_mandibular_left_pore_area,mean_mandibular_right_pore_area,mean_mandibular_pore_area,mean_preopercular_left_pore_area,mean_preopercular_right_pore_area,mean_preopercular_pore_area,mean_orbital_left_area,mean_orbital_right_area,mean_orbital_pore_area,mean_otic_pore_area,sequencing_sample_id,subset_vcf_number,seq_depth,colour,Morph,Sex,Sex_Value,collection,Site,Depth,Depth_Cat,SL,BD,HL,HW,IOW,SNL,LJL,PPL,CHD,ED,LAD,DFB,AFB,PRD,PRA,PRP,PRV,CPL,CPD,EggspotNumber,EggspotNumberTheis,FirstSpot,EggspotContrast,PC1,PC2,PC3,PC4,PC5,subpop,Notes,max_number_rings.y,batch,standard_length_fitness,standardised_max_rings,LPG,LPW,LogLPG,ResLPG,T1W,T2W,T3W,T4W,TWA,carbon_content,d13CV.PDB_percent,morpho_PC1,morpho_PC2,morpho_PC3,morpho_PC4,morpho_PC5,morpho_PC6,morpho_PC7,morpho_PC8,morpho_PC9,morpho_PC10,morpho_PC11,morpho_PC12,malawi_mandibular_mean_pore_area,malawi_preopercular_mean_pore_area,malawi_orbital_mean_pore_area,malawi_otic_mean_pore_area,head_size_mm
D29C10,benthic,masoko,Y,0.022377488,0.069808034,0.243476802,0.286529143,0.319122441,0.226936919,0.696620939,0.265367823,0.193857154,0.117725047,0.017512817,0.080753545,0.11796828,0.161020622,0.401092154,0.22499105,0.721430763,0.235450094,0.107752471,0.114563011,0.37781024,0.356645082,0.22357219,0.366132911,0.374161075,0.339129089,0.300712034,0.178895817,0.281221439,0.415567325,0.313241702,0.188262782,0.155669484,0.171966133,0.318392741,0.294799084,0.306595912,0.319342504,0.359807692,0.339575098,0.348394382,cichl187580021,342,16.2,Blue,Benthic,Male,1,2018,NA,1,Deep,95.91,32.88,35.71,14.15,7.75,12.31,13.42,10.24,9.3,8.9,7.02,47.77,18.54,34.52,62.05,34.19,38.39,17.71,11.52,6,5.5,3,0.278534306,0.049935597,0.00764696,-0.036988474,0.017655065,-0.007519713,benthic,,108,Giulia_2,92.78,1.416857443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213169899,0.293237515,0.339575098,0.348394382,35.69
D29D01,benthic,masoko,Y,0.016226277,0.055662292,0.053197541,0.123237547,0.257361078,0.185267113,0.688281701,0.171300191,0.139258428,0.097357662,0.017458653,0.064083525,0.10249256,0.161851979,0.271738792,0.137820657,0.655829147,0.200261014,0.181980778,0.18136459,0.283035567,0.32206079,0.259620433,0.303635073,0.374305212,0.283707737,0.260316694,0.158630486,0.162697934,0.260897758,0.362583967,0.101136947,0.123525101,0.112331024,0.274049496,0.304858882,0.289454189,0.28823893,0.320549341,0.304394135,0.211797846,cichl187580022,343,16.2,Blue,Benthic,Male,1,2018,NA,1,Deep,90.33,31.18,33.18,13.61,6.84,11.83,14.18,9.57,9.18,8.89,5.89,47.45,16.87,31.77,60.27,32.76,34.61,18.06,10.21,4,3.5,5,NA,0.049834029,0.02065697,0.035661735,-0.002477384,-0.032283956,benthic,,102,Giulia_2,87.01,1.149318807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141271308,0.273458069,0.304394135,0.211797846,32.39
D29D02,benthic,masoko,Y,0.018296891,0.067832375,0.122053648,0.191671086,0.389366758,0.231165594,0.712239937,0.29118832,0.183638305,0.09282325,0.024990875,0.105095555,0.227149203,0.180960711,0.449612617,0.216885094,0.734106953,0.343847664,0.145259461,0.102864227,0.321665241,0.35312771,0.236298542,0.268900495,0.336516139,0.270908881,0.341174414,0.241054072,0.19577672,0.302274153,0.377523837,0.157844152,0.197561792,0.177702972,0.319972453,0.331519576,0.325746015,0.303697164,0.292108505,0.297902834,0.249025437,cichl187580023,344,15.1,Blue,Benthic,Male,1,2018,NA,1,Deep,92.03,31.34,34.85,14.74,7.48,10.76,14.75,8.96,8.29,8.96,6.46,46.11,17.24,33.78,60.55,33.67,35.64,18.88,10.26,4,3.5,4,0.444335913,0.062254744,0.043073372,-0.041099196,0.04516303,-0.018990705,benthic,,76,Giulia_2,89.25,-0.010015281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218179264,0.31881966,0.297902834,0.249025437,34.47
D29D03,benthic,masoko,Y,0.024221435,0.13072179,0.0937425,0.129797308,0.331889128,0.150320814,0.57188472,0.280303018,0.18803969,0.126284275,0.011833373,0.115375385,0.13386503,0.178794867,0.358699113,0.156422397,0.507170962,0.251828965,0.171953699,0.154203639,0.161414601,0.26199827,0.166406805,0.190073551,0.375709586,0.204865267,0.381718117,0.188200855,0.236048529,0.426375947,0.272200106,0.142074432,0.159713554,0.150893993,0.291627926,0.271289316,0.281458621,0.196606559,0.256882801,0.22674468,0.331212238,cichl187580024,345,18.9,Blue,Benthic,Male,1,2018,NA,1,Deep,82.3,29.15,31.23,13.09,6.85,10.95,12.98,9.27,7.19,7.82,5.95,39.91,14.86,30.32,54.22,30.98,31.79,15.86,8.23,7,6,2,0.303170431,0.059335765,0.03384338,-0.008474721,0.022676758,0.011427209,benthic,,88,Giulia_2,81.74,0.52506199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177962833,0.282158794,0.22674468,0.331212238,31.74
D29D04,benthic,masoko,Y,0.016455784,0.027919364,0.136638477,0.156052604,0.384954409,0.158641154,0.940568241,0.422673285,0.211151746,0.120182693,0.019414127,0.064713758,0.144404127,0.189888654,0.340024572,0.157531775,0.676166318,0.344831879,0.142740059,0.122586346,0.272574425,0.282042609,0.259464633,0.234078906,0.219841879,0.157901568,0.349288027,0.225415713,0.251466114,0.452426348,0.327490753,0.144404127,0.151689048,0.148046588,0.423643991,0.321581151,0.372612571,0.271360556,0.203940784,0.23765067,0.351946231,cichl187580025,346,16.9,Blue,Benthic,Male,1,2018,NA,1,Deep,89.73,29.46,33.23,14.27,6.83,10.77,13.87,8.51,8.41,8.77,6.49,45.31,17.4,31.79,59.59,32.45,34.24,16.83,10.1,5,4,4,0.366948507,0.056960847,0.009540214,-0.003380084,-0.010050993,0.01899417,benthic,,95,Giulia_2,86.05,0.837190399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.176076889,0.355560431,0.23765067,0.351946231,32.71
D29D06,benthic,masoko,Y,0.030605755,0.048719366,0.124296844,0.397042011,0.38142683,0.180303294,0.829478433,0.303350923,0.120132795,0.176347448,0.020820242,0.098687946,0.190088808,0.262543249,0.357483552,0.151154955,0.74140881,0.313969246,0.149489336,0.194669261,0.314523511,0.396004098,0.221432995,0.370673346,0.408669474,0.269350335,0.404713418,0.241294151,0.19822698,0.332148184,0.271972136,0.196418161,0.185924759,0.19117146,0.3573274,0.349884163,0.353605782,0.310653535,0.349564385,0.33010896,0.265187582,cichl187580027,348,19.5,Blue,Benthic,Male,1,2018,NA,1,Deep,90.28,32.04,34.5,14.58,6.88,11.11,13.66,9.31,8.59,8.68,6.19,44.71,17.27,33.25,57.5,32.72,37.63,16.91,11,5,4.5,4,0.334812916,0.051182247,0.005177227,-0.045922199,0.007533613,0.00562864,benthic,,90,Giulia_2,90.29,0.614241536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.219174686,0.347485382,0.33010896,0.265187582,33.38
D29D07,benthic,masoko,Y,0.016337109,0.047239834,0.254110939,0.1610091,0.243088311,0.16396159,0.478696982,0.251158449,0.087787358,0.122429902,0.017321272,0.037791867,0.145262489,0.187384674,0.322608698,0.160812267,0.58439611,0.320049873,0.176952544,0.109832613,0.298791948,0.395633607,0.274778366,0.351346263,0.382642653,0.204115448,0.313308267,0.148321467,0.218315867,0.437187245,0.290532312,0.144357059,0.1420738,0.143215429,0.235018173,0.297807785,0.266412979,0.323067974,0.312701455,0.317884714,0.327751556,cichl187580028,349,19.3,Blue,Benthic,Male,1,2018,NA,1,Deep,89.84,30.81,33.17,14.52,7.27,10.54,13.88,8.99,8.41,8.55,6.07,47.16,17.44,34.34,56.32,32.26,33.33,17.35,10.62,4,3.5,4,0.555682979,0.055167226,0.023550739,-0.031367927,0.008052098,-0.02507713,benthic,,83,Giulia_2,93.83,0.302113127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172326977,0.259293357,0.317884714,0.327751556,33.4
D29D08,benthic,masoko,Y,0.018119348,0.118443318,0.205416189,0.251000654,0.221246777,0.131794417,0.412739678,0.225633567,0.312224978,0.122257918,0.012778909,0.092885501,0.140949456,0.139042156,0.29410563,0.153919094,0.48578926,0.224679917,0.182147131,0.119587698,0.28952811,0.364103533,0.213999038,0.29143541,0.276177012,0.224298457,0.394323226,0.081453909,0.186642731,0.338222521,0.313948177,0.162845257,0.13595233,0.149398794,0.268214035,0.253051002,0.260632518,0.289210227,0.263970293,0.27659026,0.262432626,cichl187580029,350,12.8,Blue,Benthic,Male,1,2018,NA,1,Deep,86.98,30.19,32.33,13.1,6.95,10.66,12.42,8.94,7.73,8.26,6.1,45.9,16.2,30.99,55.35,30.72,32.02,15.56,9.6,4,NA,4,0.341828379,0.053937803,0.048067537,0.035864628,0.029127051,0.016000649,benthic,,95,Giulia_2,85.64,0.837190399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.174880319,0.256083728,0.27659026,0.262432626,32.07
D29D09,benthic,masoko,Y,0.02033861,0.089674778,0.134049926,0.154758329,0.264401924,0.186560518,0.552840386,0.40418364,0.231305459,0.094666982,0.018674541,0.08283361,0.154018743,0.191552722,0.192846997,0.190998033,0.530098122,0.390686199,0.192107412,0.118888417,0.201167338,0.250904483,0.113896213,0.187907019,0.27439523,0.20083473,0.225734134,0.173045617,0.261376365,0.4049784,0.292886164,0.132644713,0.127985323,0.130315018,0.320749117,0.307945037,0.314347077,0.188656011,0.22104566,0.204850835,0.333177383,cichl187580030,351,14,Blue,Benthic,Male,1,2018,NA,1,Deep,89.24,30.13,33.75,13.48,7.78,10.44,13.6,9.11,8.09,9.03,6.09,45.99,17.9,31.25,56.38,31.93,32.04,16.13,9.55,6,NA,2,0.333552667,0.055856066,0.057195918,0.032059673,0.040627296,-0.003420083,benthic,,98,Giulia_2,88.91,0.970959717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.164169558,0.291355637,0.204850835,0.333177383,32.57
D29D10,benthic,masoko,Y,0.036424601,0.053250178,0.100583669,0.174357352,0.303599971,0.213370503,0.772312472,0.180089142,0.123141036,0.094851879,0.020523506,0.073403891,0.152909364,0.166406805,0.264401924,0.212261125,0.846086155,0.343352708,0.156977086,0.140151509,0.32682893,0.480445921,0.237912236,0.380331998,0.535829912,0.360363181,0.390086801,0.16805306,0.230691019,0.479205848,0.32082857,0.133643154,0.135529098,0.134586126,0.292598632,0.371641865,0.332120248,0.348395696,0.425508364,0.38695203,0.354948434,cichl187580031,352,14.9,Blue,Benthic,Male,1,2018,NA,1,Deep,85.69,30.21,31.35,13.15,6.67,9.17,12.25,8.86,8.2,8.2,6.35,43.83,15.87,30.92,54.24,31.74,32.64,14.74,9.42,3,2.5,4,-0.294588301,0.053485848,0.025744896,0.016565551,-0.006057366,0.007072098,benthic,,111,Giulia_2,86.81,1.550626761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.171454478,0.321510185,0.38695203,0.354948434,32.17
D29E01,benthic,masoko,Y,0.024275305,0.060371627,0.278216099,0.446876693,0.302913582,0.131508824,0.537223043,0.174148924,0.212989411,0.109133326,0.037996129,0.105966981,0.093512695,0.132564272,0.331410679,0.164438802,0.689629738,0.266395081,0.272516679,0.177948537,0.255207332,0.387560514,0.21341159,0.319800751,0.740924512,0.418590686,0.19045338,0.126278872,0.168509839,0.226059882,0.225231824,0.222530661,0.140290151,0.181410406,0.258373676,0.351622509,0.304998092,0.285393145,0.493105316,0.389249231,0.19728486,cichl187580032,353,12.7,Blue,Benthic,Male,1,2018,NA,1,Deep,87.36,30.29,33.46,13.56,7.14,11.1,12.86,8.97,8.39,9.03,6.4,44.15,17.48,31.57,57.6,31.77,32.75,15.27,9.77,6,5.5,3,NA,0.056673172,0.020946009,0.008712539,0.003111171,0.01682715,benthic,,90,Giulia_2,85.97,0.614241536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204778025,0.275671699,0.389249231,0.19728486,33.78
D29E02,benthic,masoko,Y,0.016660774,0.098221073,0.148590855,0.218721089,0.213684111,0.194117388,0.626910047,0.43182401,0.281489585,0.119337636,0.013754825,0.095121395,0.262891512,0.329534608,0.344064352,0.151109344,0.573440587,0.363437345,0.21581514,0.126893103,0.206871105,0.313751229,0.179905033,0.315004863,0.316942162,0.346582841,0.388636097,0.298319258,0.160380812,0.337730242,0.567080277,0.13917558,0.209073338,0.174124459,0.364890319,0.319896544,0.342393431,0.233509123,0.326176622,0.279842872,0.249055527,cichl187580033,354,13.8,Blue,Benthic,Male,1,2018,NA,1,Deep,89.78,31.14,34.99,13.45,7.41,11.84,13.5,9.34,8.31,8.89,6.75,45,17.19,34.48,58.41,32.42,36.33,16.83,9.57,5,4.5,3,0.960126157,0.057313132,0.019742222,0.01654226,0.001922503,0.022376111,benthic,,80,Giulia_2,92.03,0.168343809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.205605573,0.342610281,0.279842872,0.249055527,34.24
D29E03,benthic,masoko,Y,0.030559415,0.08101496,0.162420041,0.085696403,0.309105233,0.144604552,0.435374136,0.215996547,0.277765578,0.135501747,0.021976771,0.127959423,0.1603394,0.129259824,0.269312974,0.151106555,0.311706035,0.183096411,0.218597348,0.127829383,0.107179592,0.234130177,0.174687126,0.151144036,0.260274713,0.163240762,0.26910188,0.102786925,0.128126757,0.243405148,0.248044836,0.13375921,0.141769678,0.137764444,0.266159502,0.210307294,0.238233398,0.171998965,0.191553171,0.181776068,0.185765953,cichl187580034,355,16.1,Blue,Benthic,Male,1,2018,NA,1,Deep,82.84,27.59,28.44,12.99,6.44,10.23,12.38,8.4,7.41,7.65,5.85,42.27,16.08,29.67,53.33,30.02,31.18,15.13,9.28,9,8,2,0.098815626,0.058431703,0.03824325,0.01347733,0.071422182,-0.017362797,benthic,,74,Giulia_2,82.77,-0.099194826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162081937,0.227775599,0.181776068,0.185765953,29.01
D29E04,benthic,masoko,Y,0.046410285,0.12638281,0.150767875,0.243064035,0.42319887,0.15522536,0.69431884,0.26272941,0.2779373,0.10960169,0.047459105,0.140279675,0.1415907,0.22602071,0.342701935,0.17672617,0.567673825,0.29104755,0.25381444,0.167024585,0.371888019,0.33994345,0.412084934,0.26971215,0.272374658,0.232703276,0.296655584,0.149391074,0.207339924,0.252529395,0.264757134,0.197964775,0.179610425,0.1887876,0.33614681,0.3198901,0.328018455,0.374638801,0.258263361,0.316451081,0.22993466,cichl187580035,356,14.6,Blue,Benthic,Male,1,2018,NA,1,Deep,89.4,31.32,34.76,14.57,7.13,12.25,13.1,9.23,8.39,8.68,6.26,46.07,17.66,34.24,54.34,33.37,34.69,17.24,9.7,4,3.5,4,0.841031967,0.052338463,0.013348257,-0.058222549,0.04705485,0.005821706,benthic,,108,Giulia_2,88.74,1.416857443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.212595814,0.30701943,0.316451081,0.22993466,34.52
D29E05,benthic,masoko,Y,0.022120147,0.044621675,0.174672883,0.19679303,0.333137038,0.088861969,0.610783018,0.28184118,0.149692373,0.086764369,0.019641165,0.033942984,0.1554131,0.204611358,0.434775299,0.147404082,0.779163101,0.265060379,0.166854555,0.10354517,0.256913284,0.403775369,0.29505928,0.245469485,0.371923462,0.258057664,0.393015095,0.237560656,0.159286062,0.378783351,0.382614974,0.154268955,0.169676781,0.161972868,0.282270235,0.328655801,0.305463018,0.318582644,0.29181687,0.305199757,0.269034707,cichl187580036,357,14.7,Blue,Benthic,Male,1,2018,NA,1,Deep,85.14,30.31,32.37,13.62,6.54,10.69,13.79,10.08,8.69,8.92,5.46,45.59,16.9,32.16,54.34,31.34,33.02,15.46,8.39,4,3.5,4,0.433207537,0.052571631,-0.006081435,0.046245798,0.026406656,-0.010837158,benthic,,98,Giulia_2,84.4,0.970959717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181423342,0.30742799,0.305199757,0.269034707,31.7
D29E06,benthic,masoko,Y,0.049626036,0.076716577,0.209292413,0.212648763,0.246691744,0.12394522,0.622363234,0.34114903,0.232547125,0.093258589,0.045790207,0.07911397,0.260836363,0.601266176,0.444476671,0.19658623,0.938099899,0.315017446,0.207614238,0.123226003,0.258360898,0.352995917,0.208732251,0.245710459,0.267848728,0.211651583,0.359352,0.21336525,0.144522,0.37937025,0.27390825,0.158995107,0.286296677,0.222645892,0.322329495,0.395989396,0.359159446,0.273363022,0.241736923,0.257549973,0.261946125,cichl187580037,358,16,Blue,Benthic,Male,1,2018,NA,1,Deep,94.81,31.94,34.63,14.85,8.69,13.22,15.41,9.78,8.78,8.22,7.2,47.6,17.41,35.35,62.1,36.59,41.26,16.88,11.63,5,4.5,4,0.642515186,0.055082102,-0.009358802,-0.106426776,0.007786596,-0.000709086,benthic,,106,Giulia_2,95.27,1.327677898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245157413,0.344599281,0.257549973,0.261946125,37.4
D29E07,benthic,masoko,Y,0.017737888,0.061033594,0.124165217,0.105664409,0.250047004,0.09727229,0.526986936,0.243752915,0.182528591,0.104520029,0.022696868,0.053976584,0.10204054,0.111958499,0.287811541,0.108906819,0.7850446,0.288002271,0.222963347,0.169177493,0.223449656,0.334611166,0.184768455,0.190729981,0.210756628,0.255768904,0.353604111,0.152717565,0.217307789,0.402867841,0.183917928,0.111729623,0.115696806,0.113713214,0.264447118,0.366296928,0.315372023,0.247609759,0.219085171,0.233347465,0.310087815,cichl187580038,359,15.7,Blue,Benthic,Male,1,2018,NA,1,Deep,93.61,32,37.08,14.38,7.77,11.47,14.36,9.94,8.91,9.33,6.18,46.14,16.42,34.07,60.52,33.59,34.54,16.77,10.73,NA,NA,4,NA,0.054731233,-0.010525235,-0.056982314,0.016049575,0.056406533,benthic,,95,Giulia_2,92.19,0.837190399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13028765,0.302929786,0.233347465,0.310087815,34.69
D29E08,benthic,masoko,Y,0.025575348,0.061774303,0.08616925,0.283099432,0.405270903,0.139877482,0.588036276,0.123351872,0.1141054,0.114892334,0.024591681,0.069840374,0.104465461,0.123155138,0.253589414,0.129450609,0.528622775,0.189651044,0.104858928,0.175486236,0.250567951,0.261196914,0.201162959,0.361778393,0.327135849,0.247615462,0.313804027,0.159083963,0.263024108,0.233666968,0.352285683,0.172377847,0.115128414,0.14375313,0.23509647,0.249654746,0.242375608,0.237642608,0.312176568,0.274909588,0.248345538,cichl187580039,360,16,Blue,Benthic,Male,1,2018,NA,1,Deep,84.3,30.34,31.56,13.09,6.37,10.54,13.01,8.24,7.96,8.5,6.03,43.47,16.94,31.56,53.66,31.75,33.92,14.89,9.71,2,1.5,5,NA,0.060838235,0.033148317,0.016277924,0.026049053,0.003061888,benthic,,81,Giulia_2,84.08,0.212933582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165669237,0.241189286,0.274909588,0.248345538,32.81
D29E09,benthic,masoko,Y,0.037004536,0.112391438,0.102352973,0.106880124,0.309617744,0.159434439,0.584789775,0.397011436,0.153332627,0.076371065,0.0379887,0.104321299,0.166914079,0.139554342,0.278911852,0.146640317,0.449762584,0.232656181,0.221436721,0.094873333,0.313751229,0.367092875,0.166126749,0.254110939,0.335796485,0.223208214,0.275648657,0.148343211,0.218469092,0.360878575,0.199589047,0.133649363,0.145538054,0.139593709,0.302876226,0.249682204,0.276279215,0.282323617,0.271038546,0.276681082,0.289673834,cichl187580047,368,15,Blue,Benthic,Male,1,2018,NA,1,Deep,96.2,34.12,36.35,14.35,7.49,11.78,13.84,10.4,9.27,8.98,7.22,50.33,17.96,33.24,63.16,33.8,36.42,17.27,11.7,8,7,3,0.473170173,0.059576966,0.026844658,0.008540624,0.018280173,0.024332208,benthic,,96,Giulia_2,93.11,0.881780172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162701861,0.263422559,0.276681082,0.289673834,35.11
D29E10,benthic,masoko,Y,0.026362282,0.084398649,0.072988109,0.206176654,0.279754963,0.150107621,0.619120161,0.331889327,0.139484015,0.082431315,0.037576089,0.064331837,0.114498867,0.182765373,0.273262759,0.103678527,0.584495074,0.298051174,0.206766854,0.113908666,0.182070192,0.249190123,0.17518105,0.229957425,0.301443768,0.177650344,0.190961528,0.160099059,0.159327497,0.347588559,0.234554766,0.133936131,0.134486985,0.134211558,0.293231204,0.300805442,0.297018323,0.202147122,0.236350512,0.219248817,0.253458028,cichl187580048,369,17.4,Blue,Benthic,Male,1,2018,NA,1,Deep,83.03,28.23,31.66,12.91,6.18,9.66,12.47,8.39,7.74,8.29,5.93,42.22,16.64,30.54,54.02,29.93,32.08,15.6,9.14,4,3.5,4,0.351819565,0.054456319,0.026586306,0.015471747,-0.024773652,0.055852918,benthic,,88,Giulia_2,83.06,0.52506199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153196336,0.272720717,0.219248817,0.253458028,30.39
D29F01,benthic,masoko,Y,0.016888064,0.060374828,0.074448214,0.165925226,0.227566659,0.128067817,0.372241072,0.256417101,0.176480266,0.144533679,0.015199257,0.075151884,0.270349754,0.135667445,0.18900558,0.098654439,0.351975395,0.226018586,0.117512777,0.117231309,0.178612565,0.223089768,0.244624616,0.191561624,0.268129973,0.193532133,0.226747392,0.15843974,0.129812882,0.21654376,0.187633467,0.109040598,0.137074784,0.123057691,0.237418029,0.203184517,0.220301273,0.215442316,0.217741243,0.21659178,0.173178321,cichl187580040,361,17.6,Blue,Benthic,Male,1,2018,NA,1,Deep,75.03,25.56,27.75,11.25,5.68,8.89,11,7.9,6.82,7.85,5.11,37.59,13.32,26.36,45.69,27.43,27.62,15.03,8.89,6,5.5,2,0.38687716,0.060081895,0.058714976,0.022515775,0.023714502,-0.021762686,benthic,,86,Giulia_2,72.87,0.435882445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142521185,0.214759732,0.21659178,0.173178321,28.36
D29F02,benthic,masoko,Y,0.015439875,0.067083594,0.117662494,0.154664953,0.372952838,0.113137014,1.026219265,0.204711444,0.116597675,0.061759499,0.021562584,0.047916853,0.087048949,0.226540232,0.38599687,0.142951944,0.670569735,0.170903442,0.170371032,0.070544256,0.265452135,0.361568706,0.260659619,0.374082498,0.358639946,0.255867103,0.391261234,0.176030574,0.222626902,0.401615973,0.408272592,0.145560751,0.153813098,0.149686924,0.352321971,0.270597116,0.311459543,0.295893487,0.329529849,0.312711668,0.312121438,cichl187580041,362,18.6,Blue,Benthic,Male,1,2018,NA,1,Deep,98.32,32.85,36.31,15.01,7.96,13.4,14.85,10.4,8.88,8.91,7.35,50.53,20.82,36.4,64.36,35.05,34.51,18.83,10.69,8,7,2,0.524139113,0.055099723,0.008558773,0.008292421,-0.008154025,0.03664828,benthic,,78,Giulia_2,99.33,0.079164264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.171595574,0.305896816,0.312711668,0.312121438,36.76
D29F03,benthic,masoko,Y,0.035348658,0.057613721,0.14919888,0.160675717,0.25685161,0.135197139,0.480879466,0.282789261,0.183858927,0.152182857,0.028233019,0.130376867,0.229995811,0.202910476,0.244915699,0.126245206,0.506587581,0.351420746,0.158380349,0.203140013,0.248175539,0.392121943,0.216034396,0.188944004,0.316131098,0.187796106,0.337901723,0.124417618,0.173541918,0.351674891,0.239653124,0.131937717,0.167286375,0.149612046,0.274927628,0.304882172,0.2899049,0.285443959,0.23095707,0.258200514,0.262608404,cichl187580042,363,16.9,Blue,Benthic,Male,1,2018,NA,1,Deep,87.9,28.43,32.16,13.08,7.15,10.06,12.22,8.76,7.77,8.05,6.93,45.72,18.16,33.05,55.27,30.86,30.95,17.23,10.14,7,6.5,4,0.368681244,0.048229919,0.013973502,0.001150569,-0.026913977,0.007613256,benthic,,83,Giulia_2,88.49,0.302113127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169398113,0.278155854,0.258200514,0.262608404,32.99
D29F04,benthic,masoko,Y,0.024453409,0.067606484,0.090861196,0.175249432,0.343546423,0.172852039,1.069237298,0.286967947,0.273063068,0.144562801,0.031885327,0.059695087,0.097813636,0.178126303,0.325086497,0.154392112,0.726889571,0.28265264,0.253404445,0.215765374,0.20689502,0.399405681,0.226074164,0.277336557,0.483149476,0.245710459,0.29166283,0.163581778,0.185856743,0.380762692,0.260338659,0.140343389,0.13852137,0.139432379,0.443457778,0.369678008,0.406567893,0.277458288,0.335398831,0.30642856,0.283309718,cichl187580043,364,17.8,Blue,Benthic,Male,1,2018,NA,1,Deep,96.15,35.3,36.22,14.16,7.43,12.58,14.98,10.24,8.86,8.97,6.94,48.64,17.94,37.7,60.58,35.22,35.88,19.06,11.12,4,3.5,4,0.446336863,0.058749445,0.039878024,0.00696793,0.004250188,0.00092372,benthic,,124,Giulia_2,98,2.130293806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166522921,0.370778775,0.30642856,0.283309718,38.46
